"count","holiday","humidity","registered","summer","temp","windspeed","workingday"
130,0,82,83,1,15.58,8.9981,0
297,0,56,237,1,24.6,11.0014,1
20,0,59,16,1,20.5,7.0015,1
572,0,20,484,1,31.16,35.0008,1
450,0,40,388,1,31.16,12.998,1
178,0,49,173,0,4.1,22.0028,1
3,0,55,3,0,6.56,12.998,1
2,0,100,2,0,8.2,22.0028,1
55,0,81,53,0,13.12,7.0015,1
50,0,72,48,0,18.04,11.0014,1
24,0,68,23,0,4.1,0,1
24,0,59,22,0,5.74,11.0014,1
21,0,0,20,0,17.22,16.9979,1
365,0,52,346,1,22.96,27.9993,1
192,0,30,142,1,22.14,39.0007,1
15,0,51,14,0,7.38,11.0014,1
25,0,81,19,0,12.3,0,1
85,0,53,64,0,13.94,16.9979,1
52,0,88,41,1,18.86,6.0032,1
50,0,40,37,0,15.58,19.9995,0
217,0,53,163,1,26.24,16.9979,1
481,0,58,435,1,31.16,11.0014,1
72,0,39,70,0,5.74,0,1
17,0,13,14,0,18.04,26.0027,0
130,0,73,96,1,23.78,19.9995,1
76,0,57,67,1,14.76,32.9975,1
17,0,87,15,1,13.12,15.0013,0
157,0,88,141,1,20.5,11.0014,1
46,0,58,43,1,17.22,19.0012,1
126,0,62,119,1,18.04,16.9979,1
230,0,100,223,0,6.56,0,1
1,0,65,1,0,10.66,6.0032,1
57,0,87,45,1,15.58,6.0032,0
3,0,86,2,0,8.2,0,0
117,0,32,83,1,21.32,22.0028,1
188,0,76,176,0,13.94,16.9979,1
13,0,93,13,1,12.3,12.998,0
365,0,52,286,0,33.62,19.0012,1
169,0,38,166,0,9.84,8.9981,1
120,0,19,93,0,23.78,26.0027,1
55,0,89,43,0,26.24,11.0014,0
533,0,26,467,1,22.96,26.0027,1
4,0,60,4,1,10.66,8.9981,1
82,0,50,73,0,10.66,15.0013,1
141,0,87,123,0,9.84,11.0014,1
54,0,48,53,0,9.84,7.0015,1
206,0,54,165,1,29.52,26.0027,1
147,0,83,77,0,26.24,11.0014,0
91,0,45,76,0,11.48,11.0014,1
32,0,100,21,1,21.32,0,0
222,0,42,211,0,22.14,19.0012,1
62,0,29,59,0,7.38,19.9995,1
15,0,94,14,1,18.04,12.998,1
53,0,81,46,0,14.76,15.0013,0
106,0,16,72,0,17.22,39.0007,0
145,0,42,110,1,22.14,8.9981,1
89,0,72,87,1,18.04,16.9979,1
15,0,74,11,0,28.7,8.9981,1
51,0,35,45,0,16.4,23.9994,0
112,0,65,75,1,25.42,6.0032,1
17,0,64,13,0,8.2,12.998,1
49,0,77,38,1,21.32,23.9994,1
253,0,40,182,1,23.78,22.0028,1
190,0,44,132,0,27.06,8.9981,1
86,0,82,76,1,17.22,8.9981,0
127,0,49,97,1,22.14,22.0028,1
78,0,21,60,0,9.84,7.0015,1
47,0,59,46,0,8.2,8.9981,1
2,0,88,2,1,19.68,8.9981,1
67,0,40,48,0,8.2,15.0013,1
28,0,0,27,0,14.76,15.0013,1
7,0,65,6,0,9.84,16.9979,0
88,0,43,81,0,6.56,26.0027,1
358,0,49,230,1,24.6,0,0
110,0,29,108,0,9.02,30.0026,1
77,0,61,53,1,13.12,16.9979,0
14,0,73,13,0,23.78,7.0015,0
25,0,89,22,0,26.24,12.998,0
37,0,52,34,0,12.3,16.9979,1
111,0,52,88,1,31.98,0,1
76,0,39,74,0,13.12,6.0032,1
29,0,62,25,1,16.4,12.998,0
168,0,51,150,0,18.04,22.0028,1
55,0,16,37,0,16.4,43.9989,0
138,0,62,119,0,17.22,15.0013,1
63,0,37,47,0,9.02,22.0028,1
161,0,62,105,1,29.52,8.9981,0
330,0,41,279,1,27.88,12.998,1
362,0,31,321,1,26.24,23.9994,1
118,0,46,101,0,14.76,12.998,1
3,0,66,3,1,14.76,12.998,1
204,0,83,158,0,27.06,16.9979,1
2,0,86,1,0,8.2,0,1
113,0,39,106,1,27.06,8.9981,1
276,0,72,248,1,20.5,12.998,1
5,0,74,5,0,6.56,11.0014,0
179,0,41,131,1,26.24,0,1
165,0,29,127,1,32.8,12.998,1
28,0,65,23,0,10.66,15.0013,0
178,0,28,128,1,30.34,0,1
544,0,48,485,1,28.7,27.9993,1
76,0,59,68,0,20.5,19.0012,1
54,0,82,51,1,16.4,0,1
38,0,46,38,0,5.74,16.9979,0
134,0,83,98,1,23.78,16.9979,0
4,0,93,4,0,9.02,6.0032,0
7,0,100,4,0,18.04,15.0013,0
381,0,55,263,1,30.34,12.998,0
29,0,64,27,1,22.14,26.0027,1
2,0,43,2,0,7.38,16.9979,1
95,0,29,86,0,14.76,27.9993,1
1,0,76,1,1,13.94,12.998,1
147,0,26,120,1,22.96,32.9975,1
53,0,93,52,1,12.3,27.9993,1
342,0,84,281,0,28.7,11.0014,1
384,0,59,323,1,33.62,8.9981,1
101,0,40,100,0,6.56,31.0009,1
34,0,79,25,0,29.52,0,1
55,0,70,45,1,12.3,7.0015,0
101,0,33,94,0,10.66,0,1
128,0,70,123,0,13.12,0,1
267,0,66,242,1,29.52,7.0015,1
35,0,47,31,0,8.2,8.9981,1
150,0,31,141,0,13.94,7.0015,1
174,0,77,132,1,21.32,8.9981,0
165,0,49,123,1,22.14,22.0028,1
8,1,43,8,0,7.38,16.9979,0
118,0,84,105,1,29.52,6.0032,1
75,0,49,68,0,12.3,12.998,1
165,0,46,157,1,14.76,16.9979,1
182,0,62,150,0,30.34,11.0014,1
153,0,65,126,1,28.7,8.9981,1
332,0,79,302,0,28.7,12.998,1
102,0,41,84,1,18.86,19.0012,1
202,0,50,197,0,5.74,12.998,1
51,0,40,47,0,8.2,27.9993,1
285,0,57,267,0,13.12,6.0032,1
38,0,59,37,0,5.74,12.998,1
121,0,58,103,0,30.34,11.0014,1
101,0,62,72,0,31.98,0,1
4,0,58,4,0,30.34,12.998,1
54,0,76,45,1,15.58,16.9979,1
220,0,74,217,0,5.74,8.9981,1
75,0,93,74,0,13.94,11.0014,1
159,0,47,118,1,26.24,12.998,1
26,0,49,23,1,12.3,19.0012,1
6,0,94,4,0,18.86,12.998,0
38,0,71,32,1,13.94,26.0027,1
129,0,68,103,1,22.14,15.0013,1
78,0,83,62,1,21.32,39.0007,0
404,0,55,206,0,32.8,7.0015,0
15,0,46,10,0,5.74,19.9995,0
1,0,49,1,0,4.1,19.0012,0
211,0,24,193,0,12.3,0,1
143,0,23,96,1,31.16,36.9974,1
8,0,79,6,0,28.7,0,1
562,0,44,492,0,34.44,19.9995,1
77,0,79,67,1,28.7,6.0032,0
1,0,55,1,0,7.38,11.0014,0
292,0,33,118,1,18.86,0,0
5,0,86,5,0,5.74,11.0014,1
118,0,40,93,1,37.72,12.998,1
72,0,82,69,1,16.4,22.0028,1
297,0,88,283,1,18.86,8.9981,1
291,0,77,262,1,18.04,15.0013,1
58,0,82,50,1,17.22,7.0015,0
123,0,39,119,0,4.92,11.0014,1
343,0,34,162,1,20.5,26.0027,0
1,0,75,1,0,9.84,0,0
38,0,94,32,1,20.5,26.0027,0
2,0,34,2,0,21.32,27.9993,0
16,0,55,15,0,7.38,6.0032,0
210,0,63,192,0,18.86,15.0013,1
440,0,30,272,1,29.52,8.9981,0
60,0,79,50,1,28.7,7.0015,0
23,0,70,19,0,9.84,12.998,0
100,0,76,67,0,16.4,15.0013,1
15,0,50,14,0,4.92,12.998,1
14,0,78,14,1,22.96,16.9979,1
86,0,48,78,0,9.84,11.0014,1
116,0,75,98,1,31.16,12.998,1
76,0,49,74,0,13.12,19.9995,1
72,0,21,61,0,23.78,32.9975,1
279,0,69,195,1,27.06,12.998,0
271,0,40,229,0,15.58,12.998,1
20,0,88,16,1,24.6,6.0032,0
176,0,43,131,0,24.6,12.998,1
145,0,37,135,0,6.56,19.0012,1
64,0,83,48,1,22.96,12.998,1
59,0,94,49,1,21.32,6.0032,1
191,0,82,118,1,15.58,0,0
174,0,38,138,1,25.42,19.0012,1
317,0,74,289,0,28.7,16.9979,1
90,0,45,55,1,22.14,23.9994,1
9,0,87,8,1,13.12,12.998,1
18,0,65,17,0,9.84,11.0014,0
174,0,39,103,0,27.06,16.9979,1
33,0,65,23,1,11.48,12.998,0
133,0,65,130,1,10.66,7.0015,1
10,0,82,9,1,16.4,22.0028,0
19,0,81,15,0,11.48,7.0015,0
246,0,49,198,1,22.96,23.9994,1
123,0,52,87,1,22.14,6.0032,1
15,0,100,10,0,12.3,19.9995,0
4,0,63,4,0,3.28,6.0032,1
305,0,33,149,0,32.8,15.0013,0
13,0,30,10,0,9.84,31.0009,1
6,0,83,6,0,27.88,6.0032,1
459,0,37,398,1,36.9,15.0013,1
212,0,44,163,1,34.44,7.0015,1
205,0,46,165,1,24.6,19.0012,1
346,0,56,301,1,30.34,8.9981,1
178,0,40,174,0,8.2,7.0015,1
565,0,69,487,1,24.6,8.9981,1
29,0,78,18,1,25.42,8.9981,1
49,0,40,47,0,6.56,35.0008,0
282,0,70,259,0,10.66,6.0032,1
132,0,83,105,0,27.88,30.0026,1
40,0,46,40,0,5.74,19.9995,1
325,0,83,299,1,26.24,15.0013,1
112,0,59,86,1,33.62,15.0013,1
38,0,50,36,0,6.56,23.9994,1
2,0,71,1,1,15.58,19.9995,1
82,0,88,76,1,20.5,8.9981,1
12,0,55,11,0,7.38,7.0015,1
54,0,38,53,0,11.48,15.0013,1
361,0,34,191,1,21.32,26.0027,0
112,0,18,77,0,14.76,0,1
337,0,58,316,1,17.22,11.0014,1
33,0,40,31,0,15.58,15.0013,1
407,0,54,343,1,29.52,12.998,1
127,0,19,91,0,17.22,40.9973,0
3,0,100,3,0,12.3,8.9981,0
151,0,78,111,0,27.06,6.0032,1
1,0,27,1,0,8.2,31.0009,1
425,0,51,397,1,20.5,7.0015,1
54,0,40,50,0,8.2,19.0012,1
259,0,32,222,1,22.14,0,1
125,0,46,96,1,24.6,6.0032,0
384,0,43,339,1,23.78,12.998,1
3,0,54,3,0,4.1,16.9979,1
202,0,81,123,1,14.76,8.9981,0
517,0,52,454,1,33.62,15.0013,1
14,0,64,14,1,22.14,19.0012,1
130,0,37,122,0,16.4,26.0027,1
155,0,60,152,0,9.84,7.0015,1
2,0,64,2,0,6.56,0,1
143,0,59,128,1,18.86,30.0026,1
201,0,43,130,0,32.8,7.0015,1
28,0,83,18,1,27.88,6.0032,0
25,0,100,23,0,13.94,19.9995,0
331,0,88,288,1,22.96,8.9981,1
6,0,79,4,0,27.88,7.0015,1
61,0,35,50,0,16.4,19.0012,0
86,0,39,80,0,12.3,8.9981,1
243,0,56,206,1,24.6,19.9995,1
123,0,66,112,0,16.4,12.998,1
3,0,69,3,0,6.56,7.0015,1
15,0,93,15,0,6.56,7.0015,0
121,0,83,90,0,27.06,8.9981,0
1,0,60,1,0,10.66,15.0013,0
5,0,88,4,1,24.6,6.0032,0
4,0,94,3,1,22.14,16.9979,1
118,0,43,108,0,15.58,12.998,1
72,0,66,53,0,29.52,16.9979,0
374,0,55,351,1,21.32,15.0013,1
7,0,36,7,0,4.1,15.0013,1
28,0,55,25,0,7.38,0,0
212,0,48,202,0,11.48,15.0013,1
209,0,62,170,0,30.34,11.0014,1
53,0,69,48,0,7.38,0,1
179,0,60,136,1,23.78,15.0013,1
170,0,69,119,1,25.42,12.998,1
56,0,81,30,0,14.76,19.0012,0
250,0,82,141,1,18.86,7.0015,0
260,0,38,171,1,24.6,26.0027,1
129,0,66,115,1,30.34,8.9981,1
349,0,31,109,1,18.86,8.9981,0
68,0,59,68,0,7.38,0,1
349,0,30,170,0,34.44,15.0013,0
2,0,75,1,0,9.84,6.0032,1
4,0,64,4,0,7.38,12.998,1
28,0,52,27,0,12.3,31.0009,1
94,0,74,92,0,4.92,8.9981,1
56,0,44,43,1,18.04,11.0014,1
394,0,46,225,1,32.8,12.998,0
33,0,55,32,0,6.56,30.0026,1
16,0,62,15,1,15.58,7.0015,1
463,0,79,412,0,29.52,8.9981,1
4,0,100,4,1,10.66,11.0014,1
34,0,61,26,1,12.3,7.0015,0
69,0,37,48,1,16.4,26.0027,1
8,0,70,8,0,9.84,8.9981,1
325,0,62,215,1,31.16,8.9981,0
51,0,51,46,0,8.2,8.9981,1
97,0,43,87,0,13.12,11.0014,1
47,0,35,32,0,16.4,22.0028,0
367,0,46,228,0,32.8,19.9995,0
9,0,79,7,0,28.7,7.0015,1
92,1,55,85,0,7.38,16.9979,0
182,0,46,130,0,13.94,6.0032,0
216,0,63,163,0,32.8,23.9994,1
94,0,72,47,0,18.86,19.9995,0
103,0,65,102,0,9.84,8.9981,1
278,0,31,140,0,19.68,22.0028,0
201,0,23,193,0,18.86,32.9975,1
314,0,58,185,0,31.16,15.0013,0
76,0,86,72,0,6.56,15.0013,1
64,0,61,48,1,26.24,11.0014,0
452,0,58,423,1,30.34,8.9981,1
144,0,49,95,1,23.78,12.998,1
611,0,33,532,1,26.24,0,1
281,0,77,172,1,19.68,7.0015,0
179,0,70,154,0,30.34,11.0014,1
194,0,76,176,0,13.94,19.9995,1
3,0,59,3,0,5.74,11.0014,1
240,0,77,137,1,20.5,12.998,0
25,0,74,19,0,27.06,6.0032,0
113,0,46,91,0,25.42,7.0015,1
128,0,40,100,1,37.72,11.0014,1
463,0,59,367,1,32.8,15.0013,1
213,0,55,176,1,31.16,0,1
53,0,88,37,1,24.6,0,0
14,0,82,7,1,20.5,7.0015,0
23,0,65,18,1,28.7,15.0013,1
527,0,69,463,1,25.42,15.0013,1
2,0,64,1,0,8.2,19.0012,1
69,0,88,51,1,22.14,15.0013,0
5,0,66,4,1,13.94,15.0013,1
57,0,94,45,1,18.04,16.9979,0
47,1,81,42,1,14.76,6.0032,0
218,0,41,178,1,26.24,16.9979,1
13,0,47,11,1,17.22,8.9981,1
25,0,55,23,1,20.5,15.0013,1
108,0,35,69,0,17.22,15.0013,0
17,0,84,9,1,28.7,16.9979,1
218,0,57,170,1,25.42,19.9995,1
99,0,42,91,0,12.3,15.0013,1
30,0,89,23,0,26.24,8.9981,0
2,0,69,2,0,6.56,0,1
2,0,100,2,1,16.4,19.9995,1
277,0,30,175,1,22.96,26.0027,0
269,0,24,233,1,23.78,27.9993,1
185,0,47,139,1,27.06,7.0015,0
167,0,94,133,1,21.32,11.0014,0
57,0,47,50,0,7.38,11.0014,0
32,0,88,27,1,18.86,23.9994,0
454,0,79,417,1,29.52,12.998,1
171,0,16,87,0,18.04,50.0021,0
6,0,48,5,1,21.32,22.0028,1
157,0,32,148,0,9.84,7.0015,1
218,0,66,163,1,31.16,8.9981,1
20,0,41,15,1,18.86,19.0012,1
372,0,41,244,0,34.44,19.0012,0
79,0,94,69,0,18.86,22.0028,0
3,0,93,3,0,9.02,12.998,1
123,0,93,119,0,9.84,6.0032,1
303,0,31,156,1,18.86,12.998,0
16,0,93,16,0,4.92,8.9981,1
7,0,93,6,0,9.02,8.9981,1
222,0,42,173,0,28.7,0,1
272,0,77,246,0,17.22,12.998,1
152,0,59,115,0,19.68,22.0028,0
15,0,38,12,1,29.52,7.0015,1
95,0,86,89,0,7.38,0,1
183,0,41,127,1,33.62,22.0028,1
37,0,87,31,1,15.58,8.9981,0
154,0,54,88,0,29.52,19.0012,0
243,0,33,218,0,18.86,40.9973,1
108,0,77,77,1,22.14,15.0013,1
421,0,59,173,0,32.8,15.0013,0
232,0,73,178,1,24.6,7.0015,1
14,0,76,6,0,13.12,0,0
92,0,33,87,0,12.3,11.0014,1
125,0,43,108,1,22.96,8.9981,1
194,0,69,156,1,24.6,12.998,1
367,0,33,148,1,18.04,19.9995,0
449,0,49,418,0,32.8,16.9979,1
99,0,76,82,0,13.12,23.9994,1
3,0,80,3,0,5.74,8.9981,1
140,0,65,120,1,27.06,22.0028,1
250,0,62,197,1,31.16,7.0015,1
180,0,35,152,1,31.98,0,1
10,0,82,10,1,16.4,6.0032,0
165,0,74,104,0,30.34,16.9979,1
423,0,39,348,1,27.06,19.0012,1
308,0,83,272,1,23.78,16.9979,1
13,0,66,9,0,13.94,11.0014,0
25,0,76,21,1,14.76,15.0013,1
440,0,69,282,1,26.24,16.9979,0
187,0,69,147,1,25.42,15.0013,1
35,0,89,29,0,27.06,8.9981,1
135,0,93,132,0,6.56,0,1
12,0,0,12,0,18.04,19.9995,1
196,0,43,141,1,32.8,16.9979,1
154,0,33,116,0,18.04,19.0012,0
1,0,66,0,1,15.58,19.0012,1
63,0,52,54,0,10.66,15.0013,1
2,0,75,2,0,9.84,7.0015,1
157,0,30,146,0,9.84,15.0013,1
326,0,39,271,1,34.44,22.0028,1
511,0,47,472,0,35.26,19.9995,1
13,0,77,12,1,17.22,6.0032,0
267,0,43,179,1,22.96,12.998,0
10,0,100,10,0,9.02,26.0027,0
1,0,53,1,0,3.28,12.998,0
201,0,87,116,1,14.76,0,0
236,0,72,152,1,21.32,12.998,0
44,0,69,39,0,5.74,12.998,1
6,0,64,2,1,22.96,8.9981,1
64,0,57,54,0,14.76,6.0032,1
1,0,88,1,1,17.22,35.0008,1
21,0,61,11,1,25.42,7.0015,0
1,0,47,1,0,8.2,12.998,1
404,0,27,224,1,30.34,27.9993,0
74,0,56,64,1,12.3,11.0014,1
4,0,100,3,1,19.68,0,1
45,0,87,38,1,16.4,23.9994,0
327,0,31,271,1,27.06,7.0015,1
10,0,82,8,1,17.22,0,0
18,0,55,18,0,9.02,19.0012,0
61,0,40,57,0,7.38,15.0013,1
20,0,84,19,1,28.7,0,1
43,0,46,36,1,15.58,26.0027,0
19,0,47,8,1,18.86,8.9981,1
326,1,62,211,0,30.34,8.9981,0
218,0,70,187,1,29.52,8.9981,1
78,0,39,65,0,13.12,0,1
337,0,44,295,0,34.44,19.0012,1
382,0,46,243,1,24.6,6.0032,0
5,0,65,4,1,11.48,15.0013,0
39,0,88,24,0,18.86,19.9995,0
311,0,62,217,1,29.52,8.9981,0
67,0,82,52,0,18.04,19.0012,0
271,0,36,168,0,32.8,0,0
10,0,86,9,0,8.2,0,1
57,0,25,46,0,10.66,16.9979,1
24,0,50,13,1,25.42,7.0015,1
265,0,88,248,1,22.14,15.0013,1
240,0,28,174,1,28.7,19.0012,1
38,0,0,29,0,14.76,22.0028,1
120,0,39,93,0,12.3,31.0009,0
109,0,93,107,0,9.84,7.0015,1
221,0,38,124,0,18.86,26.0027,0
564,0,24,488,1,28.7,19.9995,1
83,0,87,83,0,9.02,0,1
32,0,44,29,0,8.2,30.0026,1
132,0,83,107,1,21.32,15.0013,1
167,0,89,161,0,27.06,30.0026,1
432,0,62,391,0,29.52,8.9981,1
105,0,82,82,1,18.86,0,0
259,0,47,242,1,26.24,7.0015,1
356,0,32,303,1,21.32,30.0026,1
9,0,76,8,1,13.94,0,1
3,0,15,3,0,16.4,22.0028,0
81,0,72,69,1,18.04,19.0012,1
51,0,47,50,0,7.38,7.0015,1
325,0,61,308,1,13.12,15.0013,1
44,0,55,40,0,7.38,12.998,1
69,0,40,67,0,7.38,16.9979,1
94,0,64,80,1,22.14,7.0015,0
1,0,60,1,0,10.66,15.0013,0
331,0,44,253,1,26.24,16.9979,1
138,0,70,108,0,30.34,23.9994,1
50,0,62,43,0,17.22,19.0012,1
205,0,40,194,0,16.4,40.9973,1
99,0,55,97,0,6.56,0,1
36,1,83,19,0,27.06,8.9981,0
130,0,83,99,1,21.32,8.9981,1
269,0,42,185,0,29.52,15.0013,1
13,0,100,9,1,20.5,6.0032,1
23,0,56,19,0,10.66,8.9981,0
111,0,42,72,1,30.34,8.9981,1
68,0,46,62,1,16.4,31.0009,1
84,0,42,57,0,13.94,16.9979,1
34,0,50,23,0,16.4,19.9995,0
51,0,35,45,0,9.02,26.0027,1
202,0,83,176,1,22.96,16.9979,1
191,0,88,138,1,22.14,0,0
41,0,44,41,0,9.84,0,1
57,0,78,45,1,26.24,8.9981,0
119,0,49,83,0,13.94,22.0028,0
11,0,88,8,1,20.5,8.9981,1
23,0,94,17,1,22.14,6.0032,1
167,0,78,133,1,24.6,16.9979,1
164,0,36,115,1,27.88,0,1
22,0,30,22,0,10.66,35.0008,1
143,0,66,87,0,30.34,15.0013,0
376,0,53,182,0,34.44,19.9995,0
59,0,93,52,0,10.66,15.0013,0
140,0,76,128,0,13.12,8.9981,1
167,0,79,110,1,27.88,8.9981,0
59,0,76,44,0,13.12,26.0027,1
115,0,58,102,0,30.34,15.0013,1
35,0,88,26,0,17.22,16.9979,0
28,0,94,17,0,16.4,15.0013,0
3,0,50,3,0,4.92,15.0013,1
289,0,39,240,1,27.06,0,1
104,0,31,86,1,38.54,11.0014,1
128,0,39,98,1,20.5,19.0012,1
24,0,87,19,1,14.76,8.9981,0
11,0,61,8,0,25.42,0,0
6,0,50,6,0,4.92,12.998,0
59,0,37,50,0,8.2,16.9979,1
196,0,36,106,0,18.86,30.0026,0
91,0,75,88,0,8.2,27.9993,1
8,0,93,8,0,12.3,16.9979,1
79,0,34,52,0,15.58,0,1
1,0,80,1,0,8.2,39.0007,1
179,0,57,163,0,14.76,12.998,1
117,0,49,89,0,13.12,16.9979,0
308,0,43,251,0,33.62,12.998,1
92,0,66,65,0,29.52,0,0
60,0,93,58,1,13.12,16.9979,1
87,0,37,82,0,8.2,11.0014,1
277,0,45,252,1,22.14,16.9979,1
13,0,100,8,1,21.32,0,0
10,0,48,9,0,10.66,6.0032,1
432,0,70,400,1,31.16,7.0015,1
35,0,33,34,0,5.74,19.9995,1
34,0,94,33,1,15.58,15.0013,1
5,0,75,4,0,9.02,0,1
12,1,78,4,0,27.06,6.0032,0
151,0,52,113,1,31.16,16.9979,1
125,0,73,97,1,24.6,0,1
210,0,30,135,1,22.96,19.9995,0
12,0,42,12,0,4.1,31.0009,0
155,0,66,124,0,31.16,15.0013,1
569,0,50,484,1,26.24,19.0012,1
75,0,36,58,1,27.88,31.0009,1
235,0,48,162,1,30.34,35.0008,1
22,0,100,18,0,17.22,19.0012,0
8,0,47,8,0,9.02,11.0014,0
256,0,74,187,1,28.7,11.0014,0
7,0,89,7,1,26.24,6.0032,1
98,0,43,86,0,15.58,32.9975,1
136,0,42,116,1,36.9,0,1
190,0,48,161,1,21.32,7.0015,1
56,0,50,54,0,6.56,22.0028,1
70,0,77,58,0,18.04,22.0028,0
115,0,47,84,0,27.88,6.0032,0
181,0,69,133,1,26.24,15.0013,1
102,0,44,95,0,8.2,22.0028,0
216,0,70,207,0,13.12,11.0014,1
290,0,61,262,1,27.06,12.998,1
34,0,100,31,0,8.2,8.9981,0
172,0,88,141,1,22.96,22.0028,1
185,0,37,127,1,28.7,30.0026,1
2,0,40,2,0,14.76,19.9995,1
8,0,67,6,0,18.86,16.9979,1
282,0,77,236,1,22.14,19.0012,1
434,0,43,365,1,24.6,15.0013,1
140,0,58,93,0,29.52,12.998,0
297,0,77,141,1,20.5,15.0013,0
53,0,89,48,0,26.24,7.0015,0
122,0,51,116,0,7.38,0,1
48,0,26,44,0,12.3,36.9974,1
88,0,43,87,0,7.38,12.998,1
284,0,66,225,0,31.16,7.0015,1
266,0,72,153,1,20.5,0,0
108,0,61,97,0,25.42,8.9981,1
13,1,93,13,0,5.74,16.9979,0
46,0,94,33,0,26.24,8.9981,1
12,0,59,12,0,6.56,6.0032,0
6,0,79,4,1,29.52,6.0032,1
1,0,86,1,0,8.2,0,1
228,0,50,206,0,14.76,16.9979,1
151,0,37,131,1,22.96,19.0012,1
456,0,28,268,1,30.34,8.9981,0
167,0,46,125,1,13.94,27.9993,1
198,0,47,126,1,16.4,11.0014,0
84,0,35,78,0,10.66,0,1
83,0,35,79,0,9.02,35.0008,1
54,0,94,42,1,22.96,19.9995,1
42,0,40,31,1,30.34,23.9994,1
39,0,47,39,0,7.38,8.9981,1
61,0,100,59,0,9.02,0,1
131,0,77,84,1,20.5,12.998,0
37,0,39,35,0,4.92,23.9994,0
130,0,83,104,1,22.96,27.9993,1
114,0,57,98,0,14.76,8.9981,1
3,0,27,2,0,8.2,31.0009,1
69,0,51,59,1,30.34,11.0014,1
102,0,50,70,0,14.76,15.0013,1
243,0,54,218,0,27.06,7.0015,1
335,0,69,212,1,26.24,7.0015,0
11,0,37,8,0,15.58,23.9994,1
119,0,59,89,1,20.5,7.0015,0
76,0,65,59,1,28.7,6.0032,0
93,0,37,73,0,16.4,19.9995,0
166,0,34,157,0,8.2,16.9979,1
195,0,43,160,1,24.6,12.998,1
79,0,52,59,0,31.98,0,1
5,0,55,5,0,6.56,7.0015,1
46,0,59,46,0,8.2,19.9995,1
5,0,55,5,0,9.02,0,1
126,0,57,119,0,13.12,7.0015,1
31,0,88,18,1,22.96,0,1
401,0,52,341,1,22.96,8.9981,1
